DESCRIPCION,CODIGO_ETAPA,DURACION_HORAS,bigrams
Se realiza la validacion del funcionamiento del web service de cotización,COAJU,0.5,"{'validacion funcionamiento', 'servizar cotización', 'realizar validacion', 'funcionamiento web', 'web servizar'}"
"- Daily
- Pruebas Funcionales
- Reporte de bugs",PRSIS,3.0,"{'Daily \r\n', 'Funcionales \r\n', '\r\n Reporte', '\r\n Pruebas', 'Reporte bugs', 'Pruebas Funcionales'}"
"- Pruebas Funcionales
- Reporte de bugs",PRSIS,2.0,"{'Funcionales \r\n', 'Pruebas Funcionales', '\r\n Reporte', 'Reporte bugs'}"
"- Pruebas Funcionales
- Reporte de bugs",PRSIS,3.0,"{'Funcionales \r\n', 'Pruebas Funcionales', '\r\n Reporte', 'Reporte bugs'}"
Ejecución pruebas funcionales hu 91,PRSIS,2.33,"{'Ejecución prueba', 'hu 91', 'funcional hu', 'prueba funcional'}"
"reunion con Manuel y jasonpara ver nuevos bugs de front en huy 94, 94.1 y 95",COAJU,0.5,"{'94 94.1', 'jasonpar bugs', 'bugs front', 'front huy', 'reunion Manuel', 'Manuel jasonpar', '94.1 95', 'huy 94'}"
Daily: Seguimiento,APSEG,0.5,{'Daily Seguimiento'}
Daily,APSEG,0.5,set()
"Smote test sobre ambiente de pruebas ANT de controles de cambio IDs: 33289, 32196, 33296, 33297",PRSIS,2.0,"{'test ambiente', 'prueba ANT', 'control cambio', '33296 33297', '33289 32196', 'IDs 33289', 'Smote test', 'cambio IDs', 'ANT control', '32196 33296', 'ambiente prueba'}"
Verificación bugs solucionados y ejecución de casos de pruebas.,PRSIS,3.0,"{'caso prueba', 'Verificación bugs', 'ejecución caso', 'bugs solucionado', 'solucionado ejecución'}"
Verificación bugs solucionados y ejecución de casos de pruebas.,PRSIS,2.0,"{'caso prueba', 'Verificación bugs', 'ejecución caso', 'bugs solucionado', 'solucionado ejecución'}"
Verificación bugs solucionados y ejecución de casos de pruebas.,PRSIS,1.0,"{'caso prueba', 'Verificación bugs', 'ejecución caso', 'bugs solucionado', 'solucionado ejecución'}"
Ajustes para clausulados producto portafolio de vida,COAJU,3.0,"{'producto portafolio', 'ajuste clausulado', 'portafolio vida', 'clausulado producto'}"
se realiza envío de correos solicitando presentaciones de portafolio,APSEG,1.0,"{'envío correo', 'solicitar presentación', 'correo solicitar', 'presentación portafolio', 'realizar envío'}"
"Se realizan dailys de REDEC,SUPPT, Sobretasa, austeridad, e interno",APSEG,2.5,"{'daily REDEC', 'realizar daily', 'Sobretasa austeridad', 'austeridad interno', 'REDEC SUPPT', 'SUPPT Sobretasa'}"
ACtualización y envio a facturar horas de SAC,APSEG,3.0,"{'facturar hora', 'hora SAC', 'actualización envio', 'envio facturar'}"
Daily,APSEG,0.5,set()
Daily reunion am,APSEG,0.5,"{'reunion am', 'Daily reunion'}"
AJuste al RFC Y creacion de documento de pruebas unitarias,COAJU,3.0,"{'RFC creacion', 'prueba unitario', 'AJuste RFC', 'documento prueba', 'creacion documento'}"
"Cargue proceso control Col para los formatos 351 y 397, ajuste desarrollo en 397 para los controles de colombia",PRSIS,3.0,"{'formato 351', 'Cargue proceso', '397 control', 'Col formato', '351 397', 'desarrollo 397', 'ajuste desarrollo', 'control colombia', 'control Col', 'proceso control', '397 ajuste'}"
Inicio en la documentación de los CP de la HU 10 Y 08,ASEJE,3.0,"{'iniciar documentación', '10 08', 'HU 10', 'documentación CP', 'CP HU'}"
Inicio en la documentación de los CP de la HU 08,ASEJE,3.0,"{'iniciar documentación', 'HU 08', 'documentación CP', 'CP HU'}"
Inicio en la documentación de los CP de la HU 10,ASEJE,2.0,"{'iniciar documentación', 'HU 10', 'documentación CP', 'CP HU'}"
Se realizo pruebas de regresión al ambiente de desarrollo ,PRSIS,3.0,"{'ambiente desarrollo', 'regresión ambiente', 'realizo prueba', 'prueba regresión'}"
Se realizo pruebas de regresión al ambiente de desarrollo ,PRSIS,3.0,"{'ambiente desarrollo', 'regresión ambiente', 'realizo prueba', 'prueba regresión'}"
Se realizo pruebas de regresión al ambiente de desarrollo ,PRSIS,2.0,"{'ambiente desarrollo', 'regresión ambiente', 'realizo prueba', 'prueba regresión'}"
Pruebas de authenticacion_api con nuevo evento en transacción log,PRSIS,2.0,"{'evento transacción', 'transacción log', 'authenticacion_api evento', 'Pruebas authenticacion_api'}"
Pruebas de authenticacion_api con nuevo evento en transacción log,PRSIS,3.0,"{'evento transacción', 'transacción log', 'authenticacion_api evento', 'Pruebas authenticacion_api'}"
ENCUESTA PSICOSOCIAL.,ASEJE,1.0,{'ENCUESTA PSICOSOCIAL'}
Revisión errores de librerías y objetos referenciados,ASEJE,2.0,"{'error librería', 'objeto referenciado', 'Revisión error', 'librería objeto'}"
Reunión con Luis Enrrique Moreno para mirar funcionalidad de la forma,ASEJE,2.0,"{'Enrrique Moreno', 'funcionalidad forma', 'Moreno mirar', 'reunión Luis', 'Luis Enrrique', 'mirar funcionalidad'}"
"Se realizan pruebas del desarrollo de históricos y novedades de ingresos y egresos, se detectan errores en los tipos de datos de las tablas",PRSIS,3.0,"{'detectar error', 'ingreso egreso', 'egreso detectar', 'desarrollo histórico', 'realizar prueba', 'histórico novedad', 'prueba desarrollo', 'dato tabla', 'error tipo', 'novedad ingreso', 'tipo dato'}"
daily 27 de septiembre,APSEG,0.5,"{'27 septiembre', 'daily 27'}"
QA Ciclo 2.,PRSIS,2.0,"{'Ciclo 2', 'qa Ciclo'}"
QA Ciclo 2.,PRSIS,2.0,"{'Ciclo 2', 'qa Ciclo'}"
QA Ciclo 2.,PRSIS,2.0,"{'Ciclo 2', 'qa Ciclo'}"
QA Ciclo 2.,PRSIS,2.0,"{'Ciclo 2', 'qa Ciclo'}"
"Seguimiento con el equipo de Outsourcing, validacion de asignaciones, seguimiento a los proyectos y a los compromisos",APSEG,3.0,"{'validacion asignación', 'Seguimiento equipo', 'equipo Outsourcing', 'seguimiento proyecto', 'asignación seguimiento', 'proyecto compromiso', 'Outsourcing validacion'}"
"Seguimiento con el equipo de Davivienda. 
Validacion de los ANF para analisis de Margenes Primos",APSEG,2.0,"{'Margenes Primos', 'Seguimiento equipo', '\r\n Validacion', 'equipo Davivienda', 'analisis Margenes', 'ANF analisis', 'Validacion ANF', 'Davivienda \r\n'}"
"Seguimiento con el equipo de Colfondos
Sesion de estado tranversal de los proyectos de Davivienda
Revision de Licencicamiento
TDK - Delivery",APSEG,3.0,"{'\r\n TDK', 'Seguimiento equipo', 'tranversal proyecto', '\r\n Revision', 'equipo Colfondos', 'Revision Licencicamiento', 'Licencicamiento \r\n', 'Sesion tranversal', 'Colfondos \r\n', 'TDK Delivery', 'proyecto Davivienda', 'Davivienda \r\n', '\r\n Sesion'}"
Ejecución pruebas funcionales,PRSIS,1.0,"{'Ejecución prueba', 'prueba funcional'}"
Reunión revisión calidad entregables,PRSIS,0.67,"{'calidad entregabl', 'revisión calidad', 'Reunión revisión'}"
Ajuste consulta renovaciones,COAJU,3.0,"{'Ajuste consultar', 'consultar renovación'}"
Ajuste consulta cotizaciones,COAJU,2.0,"{'Ajuste consultar', 'consultar cotización'}"
pruebas y ajujstes en los objetos y en las consultas de deducibles,COAJU,3.0,"{'ajujst objeto', 'objeto consulta', 'prueba ajujst', 'consulta deducibl'}"
Realizar ADM (CO_1020),APSEG,2.0,{'ADM CO_1020'}
Se desarrollo la encuesta psicosocial,ASEJE,1.0,"{'encuesta psicosocial', 'desarrollo encuesta'}"
encuesta sicosocial,ASEJE,1.0,{'encuesta sicosocial'}
creación de cronograma PAd y validación de todos los cronogramas,APSEG,1.5,"{'validación cronograma', 'PAd validación', 'cronograma PAd', 'creación cronograma'}"
Elaboración presentación de portafolio,APSEG,3.0,"{'Elaboración presentación', 'presentación portafolio'}"
Realizar esti8macion de CO_1024_ANT_Estimacion_DTJ_Optimizacion de ambiente productivos V1.3 y CO_1024_Estimacion_Construcción de CO_964_DTJ_HU_4.8.1_Migrar y parametrizar la carga de plantilla DTJ y creación masiva de predios_V1.1,ASEJE,1.83,"{'productivo V1.3', 'CO_1024_ANT_Estimacion_DTJ_Optimizacion ambiente', 'CO_1024_Estimacion_Construcción co_964_dtj_hu_4.8.1_migrar', 'co_964_dtj_hu_4.8.1_migrar parametrizar', 'carga plantilla', 'masivo predios_V1.1', 'V1.3 CO_1024_Estimacion_Construcción', 'creación masivo', 'esti8macion CO_1024_ANT_Estimacion_DTJ_Optimizacion', 'ambiente productivo', 'DTJ creación', 'parametrizar carga', 'plantilla DTJ'}"
Realizar reporte de horas por persona,ASEJE,1.17,"{'hora persona', 'reporte hora'}"
Daily VFE equipo de desarrollo Asesoftware,APSEG,0.58,"{'Daily VFE', 'VFE equipo', 'equipo desarrollo', 'desarrollo Asesoftware'}"
Solucion Bugs,COAJU,2.0,{'Solucion Bugs'}
Solucion Bugs,COAJU,3.0,{'Solucion Bugs'}
Validacion de conexion base de datos ambien drupal,COAJU,3.0,"{'dato ambien', 'Validacion conexion', 'base dato', 'ambien drupal', 'conexion base'}"
Revisión y ajuste de errores en flujo en CUSISVFE09-SupervisorDocumentosGestionados,COAJU,1.83,"{'error flujo', 'Revisión ajuste', 'flujo CUSISVFE09-SupervisorDocumentosGestionados', 'ajuste error'}"
Ajustes en el back para incluir el llamado al servicio de días hábiles de SIIF desde el worker que atiende el caso de uso CUSISVFE02-GestionarXMLyPDFRecepcion,COAJU,3.0,"{'back incluir', 'Ajustes back', 'servicio hábil', 'SIIF worker', 'atender caso', 'caso CUSISVFE02-GestionarXMLyPDFRecepcion', 'incluir llamado', 'hábil SIIF', 'llamado servicio', 'worker atender'}"
ajuste de pdf poliza cuando hay clausulado,COAJU,3.0,"{'pdf polizar', 'ajuste pdf', 'polizar clausulado'}"
Reunion POLIZA E,COAJU,1.0,{'Reunion POLIZA'}
ajustede pdf poliza cuando hay clausulado,COAJU,2.0,"{'ajustedir pdf', 'pdf polizar', 'polizar clausulado'}"
ajuste de pdf poliza cuando hay clausulado,COAJU,2.0,"{'pdf polizar', 'ajuste pdf', 'polizar clausulado'}"
Ejecución de pruebas correspondientes a la HU_13,PRSIS,3.0,"{'Ejecución prueba', 'prueba correspondiente', 'correspondiente HU_13'}"
Ejecución de pruebas correspondientes a la HU_13,PRSIS,3.0,"{'Ejecución prueba', 'prueba correspondiente', 'correspondiente HU_13'}"
Ejecución de pruebas correspondientes a la HU_13,PRSIS,2.0,"{'Ejecución prueba', 'prueba correspondiente', 'correspondiente HU_13'}"
revisión defectos y apoyo.,COAJU,3.0,"{'defecto apoyo', 'revisión defecto'}"
revisión defectos y apoyo.,COAJU,3.0,"{'defecto apoyo', 'revisión defecto'}"
revisión defectos y apoyo.,COAJU,2.0,"{'defecto apoyo', 'revisión defecto'}"
Aplicación encuesta psicosocial.,ASEJE,1.0,"{'encuesta psicosocial', 'aplicación encuesta'}"
CUSISDET2VFE10 - Creación de reglas de negocio y mapeo de campos para XML.,APSEG,2.0,"{'cusisdet2vfe10 Creación', 'regla negocio', 'negocio mapeo', 'Creación regla', 'mapeo campo', 'campo XML'}"
CUSISDET2VFE10 - Creación de reglas de negocio y mapeo de campos para XML.,APSEG,2.0,"{'cusisdet2vfe10 Creación', 'regla negocio', 'negocio mapeo', 'Creación regla', 'mapeo campo', 'campo XML'}"
CUSISDET2VFE10 - Modificación a caso de uso CUSISVFE11 con creación y consulta en base de datos.,APSEG,3.0,"{'creación consulta', 'cusisdet2vfe10 Modificación', 'Modificación caso', 'base dato', 'CUSISVFE11 creación', 'caso CUSISVFE11', 'consulta base'}"
"Ejecución de los casos de prueba para el HU 1,HU 7, HU 9,HU 4 a través de la herramienta de Azure devOps",PRSIS,2.0,"{'1.hu 7', 'caso prueba', '7 HU', 'Ejecución caso', 'herramienta Azure', 'prueba HU', 'HU 1.hu', 'HU 9.hu', 'Azure devOps', '4 herramienta', '9.hu 4'}"
ejecución smoke test,PRSIS,0.5,"{'smoke test', 'ejecución smoke'}"
reunion de seguimiento,PRSIS,1.0,{'reunion seguimiento'}
execute test and document test,PRSIS,2.5,"{'executar test', 'and document', 'document test', 'test and'}"
Ajustes solicitiados por IA,COAJU,3.0,"{'ajuste solicitiado', 'solicitiado IA'}"
Ajustes solicitiados por IA,COAJU,1.0,"{'ajuste solicitiado', 'solicitiado IA'}"
Ajustes solicitiados por IA,COAJU,3.0,"{'ajuste solicitiado', 'solicitiado IA'}"
Ajustes solicitiados por IA,COAJU,1.0,"{'ajuste solicitiado', 'solicitiado IA'}"
HU Observaciones y Servicios Verificación,PRSIS,2.0,"{'HU Observaciones', 'Observaciones Servicios', 'Servicios Verificación'}"
HU Observaciones y Servicios Verificación,PRSIS,2.0,"{'HU Observaciones', 'Observaciones Servicios', 'Servicios Verificación'}"
HU Observaciones y Servicios Verificación,PRSIS,2.0,"{'HU Observaciones', 'Observaciones Servicios', 'Servicios Verificación'}"
HU Observaciones y Servicios Verificación,PRSIS,2.5,"{'HU Observaciones', 'Observaciones Servicios', 'Servicios Verificación'}"
Planeacion modulo APR,ASEJE,3.0,"{'modulo APR', 'Planeacion modulo'}"
Planeacion modulo APR,ASEJE,3.0,"{'modulo APR', 'Planeacion modulo'}"
Revision casos de uso APR,ASEJE,2.0,"{'revision caso', 'caso APR'}"
se trabaja en casos de motor Eliminar Obligatoriedad del Campo Tasa Unica yModificación del PL para guardado del nuevo valor de tasa. y en Análisis impacto del valor tasa en el cálculo de la prima. y Ajuste de la Tasa única,COAJU,2.0,"{'impacto valor', 'cálculo prima', 'Eliminar Obligatoriedad', 'Unica yModificación', 'trabajar caso', 'prima Ajuste', 'PL guardado', 'caso motor', 'yModificación PL', 'Tasa único', 'tasa análisis', 'Tasa Unica', 'análisis impacto', 'Obligatoriedad Campo', 'Campo Tasa', 'motor Eliminar', 'valor tasar', 'valor tasa', 'guardado valor', 'tasar cálculo', 'Ajuste Tasa'}"
se trabaja en casos de motor Eliminar Obligatoriedad del Campo Tasa Unica yModificación del PL para guardado del nuevo valor de tasa. y en Análisis impacto del valor tasa en el cálculo de la prima. y Ajuste de la Tasa única,COAJU,2.0,"{'impacto valor', 'cálculo prima', 'Eliminar Obligatoriedad', 'Unica yModificación', 'trabajar caso', 'prima Ajuste', 'PL guardado', 'caso motor', 'yModificación PL', 'Tasa único', 'tasa análisis', 'Tasa Unica', 'análisis impacto', 'Obligatoriedad Campo', 'Campo Tasa', 'motor Eliminar', 'valor tasar', 'valor tasa', 'guardado valor', 'tasar cálculo', 'Ajuste Tasa'}"
se trabaja en casos de motor Eliminar Obligatoriedad del Campo Tasa Unica yModificación del PL para guardado del nuevo valor de tasa. y en Análisis impacto del valor tasa en el cálculo de la prima. y Ajuste de la Tasa única,COAJU,2.0,"{'impacto valor', 'cálculo prima', 'Eliminar Obligatoriedad', 'Unica yModificación', 'trabajar caso', 'prima Ajuste', 'PL guardado', 'caso motor', 'yModificación PL', 'Tasa único', 'tasa análisis', 'Tasa Unica', 'análisis impacto', 'Obligatoriedad Campo', 'Campo Tasa', 'motor Eliminar', 'valor tasar', 'valor tasa', 'guardado valor', 'tasar cálculo', 'Ajuste Tasa'}"
se trabaja en casos de motor Eliminar Obligatoriedad del Campo Tasa Unica yModificación del PL para guardado del nuevo valor de tasa. y en Análisis impacto del valor tasa en el cálculo de la prima. y Ajuste de la Tasa única,COAJU,2.0,"{'impacto valor', 'cálculo prima', 'Eliminar Obligatoriedad', 'Unica yModificación', 'trabajar caso', 'prima Ajuste', 'PL guardado', 'caso motor', 'yModificación PL', 'Tasa único', 'tasa análisis', 'Tasa Unica', 'análisis impacto', 'Obligatoriedad Campo', 'Campo Tasa', 'motor Eliminar', 'valor tasar', 'valor tasa', 'guardado valor', 'tasar cálculo', 'Ajuste Tasa'}"
"daily, ajuste y correciòn de bugs",COAJU,4.0,"{'ajuste correciòn', 'daily ajuste', 'correciòn bugs'}"
ajuste y correciòn de bugs,COAJU,4.0,"{'ajuste correciòn', 'correciòn bugs'}"
Se realiza encuesta psicosocial,ASEJE,1.0,"{'realizar encuesta', 'encuesta psicosocial'}"
Reunión REVISION CONTRALORIA,PRSIS,1.0,"{'Reunión REVISION', 'REVISION CONTRALORIA'}"
Ejecución Pruebas con fallos en el sistema.,PRSIS,1.5,"{'fallo sistema', 'Ejecución Pruebas', 'Pruebas fallo'}"
Daily,APSEG,0.5,set()
Continuación de corrección de incidencia que no calcula correctamente los valores en pesos para una solicitud que se muestra en la pantalla de creación y modificación de negocios de la DGT,COAJU,3.0,"{'corrección incidencia', 'incidencia calcular', 'Continuación corrección', 'creación modificación', 'correctamente valor', 'modificación negocio', 'valor peso', 'peso solicitud', 'calcular correctamente', 'solicitud mostrar', 'mostrar pantalla', 'pantalla creación', 'negocio DGT'}"
Continuación de corrección de incidencia que no calcula correctamente los valores en pesos para una solicitud que se muestra en la pantalla de creación y modificación de negocios de la DGT,COAJU,3.0,"{'corrección incidencia', 'incidencia calcular', 'Continuación corrección', 'creación modificación', 'correctamente valor', 'modificación negocio', 'valor peso', 'peso solicitud', 'calcular correctamente', 'solicitud mostrar', 'mostrar pantalla', 'pantalla creación', 'negocio DGT'}"
Continuación de corrección de incidencia que no calcula correctamente los valores en pesos para una solicitud que se muestra en la pantalla de creación y modificación de negocios de la DGT,COAJU,2.0,"{'corrección incidencia', 'incidencia calcular', 'Continuación corrección', 'creación modificación', 'correctamente valor', 'modificación negocio', 'valor peso', 'peso solicitud', 'calcular correctamente', 'solicitud mostrar', 'mostrar pantalla', 'pantalla creación', 'negocio DGT'}"
Reunión de proyecto Pruebas funcionales- VFE,APSEG,1.0,"{'funcionales- VFE', 'proyecto Pruebas', 'Pruebas funcionales-', 'reunión proyecto'}"
"Estimación de tiempo de horas para realizar toda la HU_098 basado en lo que hay, falta, se debe corregir, se debe borrar y se debe mejorar",COAJU,0.75,"{'hora HU_098', 'basado falta', 'HU_098 basado', 'estimación tiempo', 'borrar mejorar', 'tiempo hora', 'corregir borrar', 'falta corregir'}"
Reunión con el equipo de trabajo para hablar sobre asuntos del proyecto.,COAJU,0.75,"{'equipo trabajo', 'hablar asunto', 'reunión equipo', 'trabajo hablar', 'asunto proyecto'}"
Finalización de estimación de horas de trabajo.,COAJU,1.0,"{'Finalización estimación', 'hora trabajo', 'estimación hora'}"
Configuración regional lista.,COAJU,1.0,"{'regional listo', 'Configuración regional'}"
Configuración de hora de Inicio y hora final.,COAJU,1.5,"{'Configuración hora', 'Inicio hora', 'hora Inicio'}"
Reunión con el equipo de trabajo para solucionar temas de lo realizado en la HU_047,COAJU,0.67,"{'solucionar tema', 'equipo trabajo', 'tema HU_047', 'reunión equipo', 'trabajo solucionar'}"
Ajustar cambios en el responsive.,COAJU,1.0,"{'ajustar cambio', 'cambio responsive'}"
HU_047  Inicio de revisión de los cambios requeridos por Luz Andrea,COAJU,1.33,"{'hu_047  ', 'requerido Luz', 'Inicio revisión', 'Luz Andrea', 'cambio requerido', 'revisión cambio', '  Inicio'}"
QA Ciclo 1,PRSIS,2.0,"{'Ciclo 1', 'qa Ciclo'}"
QA Ciclo 1,PRSIS,2.0,"{'Ciclo 1', 'qa Ciclo'}"
Actualización de tarjetas en Azure.,PRSIS,0.5,"{'Actualización tarjeta', 'tarjeta Azure'}"
Ejecución de casos de pruebas de weblogic.,PRSIS,2.0,"{'prueba weblogic', 'caso prueba', 'ejecución caso'}"
ejecución de correcciones operativas sistema con fallos.,PRSIS,1.5,"{'corrección operativo', 'ejecución corrección', 'sistema fallo', 'operativo sistema'}"
Daily general,APSEG,1.0,{'Daily general'}
Daily y seguimiento DTJ,APSEG,1.0,"{'seguimiento DTJ', 'Daily seguimiento'}"
Daily y sesión técnica XML,APSEG,2.0,"{'técnico XML', 'Daily sesión', 'sesión técnico'}"
Reunión revisión PBIs geoespaciales,APSEG,1.0,"{'revisión pbis', 'Reunión revisión', 'pbis geoespacial'}"
Seguimiento inmuebles/PSB,APSEG,1.0,"{'Seguimiento inmuebl', 'inmuebl PSB'}"
Weekly  lideres técnicos,APSEG,1.0,"{'Weekly  ', '  lider', 'lider técnico'}"
